ability_id,local_language_id,short_effect,effect
61,5,A 33% de chances de guérir de n'importe quel problème de statut majeur après chaque tour.,"Après chaque tour, ce Pokémon a 33% de chances d'être guéri de tout problème de statut majeur."
61,6,Nach jeder Runde besteht eine 33% Chance von einer bestehenden [Statusänderung]{mechanic:major-status-ailment} geheilt zu werden.,Pokémon mit dieser Fähigkeit haben am Ende jeder Runde eine 33% Chance von einer bestehenden []{mechanic:major-status-ailment} geheilt zu werden.
61,9,Has a 33% chance of curing any [major status ailment]{mechanic:major-status-ailment} after each turn.,"After each turn, this Pokémon has a 33% of being cured of any [major status ailment]{mechanic:major-status-ailment}."
62,5,"Augmente l'Attaque de 1,5× en cas de problème de statut majeur.","À chaque fois que ce Pokémon est endormi, brûlé, paralysé ou empoisonné, son Attaque est multipliée par 1,5. Ce Pokémon n'est pas affecté par la réduction habituelle de l'Attaque due à une brûlure.

Ce bonus ne compte pas comme une modification de statistique."
62,6,Erhöht den []{mechanic:attack} um 50% wenn das Pokémon unter einer []{mechanic:major-status-ailment} leidet.,"Wenn ein Pokémon mit dieser Fähigkeit [schläft]{mechanic:sleep}, [brennt]{mechanic:burn}, [paralysiert]{mechanic:paralysis} oder [vergiftet]{mechanic:poison} ist, ist sein []{mechanic:attack} 1,5× so hoch wie sonst. Bei Verbrennung gibt es keine Halbierung des [Angriffs]{mechanic:attack}.

Der Bonus zählt nicht als [Statuswerte Änderung]{mechanic:stat-modifier}."
62,9,Increases [Attack]{mechanic:attack} to 1.5× with a [major status ailment]{mechanic:major-status-ailment}.,"Whenever this Pokémon is [asleep]{mechanic:sleep}, [burned]{mechanic:burn}, [paralyzed]{mechanic:paralysis}, or [poisoned]{mechanic:poison}, it has 1.5× its [Attack]{mechanic:attack}.  This Pokémon is not affected by the usual Attack cut from a burn.

This bonus does not count as a [stat modifier]{mechanic:stat-modifier}."
63,5,"Augmente la Défense de 1,5× en cas de statut majeur.","Lorsque ce Pokémon est affecté par un problème de statut majeur, sa Défense est augmentée de 1,5×.

Ce bonus ne compte pas comme un modificateur de stat."
63,6,Erhöht die []{mechanic:defense} um 50% wenn das Pokémon unter einer []{mechanic:major-status-ailment} leidet.,"Wenn ein Pokémon mit dieser Fähigkeit unter einer []{mechanic:major-status-ailment} leidet, hat es eine 1,5× höhere []{mechanic:defense}.

Der Bonus zählt nicht als [Statuswerte Änderung]{mechanic:stat-modifier}."
63,9,Increases [Defense]{mechanic:defense} to 1.5× with a [major status ailment]{mechanic:major-status-ailment}.,"Whenever this Pokémon has a [major status ailment]{mechanic:major-status-ailment}, it has 1.5× its [Defense]{mechanic:defense}.

This bonus does not count as a [stat modifier]{mechanic:stat-modifier}."
64,5,Inflige aux adversaires des dégâts égaux à la quantité de PV qu'ils auraient récupéré avec des capacités de vol de vie.,"Chaque fois qu'un Pokémon tenterait de se soigner après avoir attaqué ce Pokémon avec une attaque drainante comme Vol-Vie, il perd autant de PV qu'il en aurait normalement regagné.

Dévorêve n'est pas affecté."
64,6,"Gegnern die absorbierende Attacken einsetzen, wird Schaden in der Höhe zugefügt, die die Attacke geheilt hätte.","Wenn ein Pokémon mit dieser Fähigkeit von einer absorbierenden Attacke wie []{move:absorb} getroffen wird, erleidet der Gegner so viele []{mechanic:hp} Schaden wie ihn die Attacke geheilt hätte.

[]{move:dream-eater} ist davon nicht betroffen."
64,9,Damages opponents using leeching moves for as much as they would heal.,"Whenever a Pokémon would heal after hitting this Pokémon with a leeching move like []{move:absorb}, it instead loses as many [HP]{mechanic:hp} as it would usually gain.

[]{move:dream-eater} is unaffected."
65,5,"Renforce les attaques de type plante pour infliger 1,5× plus de dégâts lorsque les PV sont inférieurs ou égaux à 1/3 des PV max.","Lorsque ce Pokémon a 1/3 ou moins de ses PV restants, ses attaques de type plante infligent 1,5× de dégâts normaux."
65,6,Erhöht den Schaden von []{type:grass} Attacken um 50% wenn nur noch 1/3 der maximalen []{mechanic:hp} oder weniger übrig sind.,"Wenn ein Pokémon mit dieser Fähigkeit nur noch 1/3 seiner maximalen []{mechanic:hp} oder weniger hat, werden all seine []{type:grass} Attacken verstärkt, so dass sie 1,5× so viel []{mechanic:regular-damage} anrichten wie sonst."
65,9,Strengthens []{type:grass} moves to inflict 1.5× damage at 1/3 max [HP]{mechanic:hp} or less.,"When this Pokémon has 1/3 or less of its [HP]{mechanic:hp} remaining, its []{type:grass}-type moves inflict 1.5× as much [regular damage]{mechanic:regular-damage}."
66,5,"Renforce les attaques de type Feu pour infliger 1,5× les dégâts lorsque les PV sont inférieurs ou égaux à 1/3 des PV max.","Lorsque ce Pokémon a 1/3 ou moins de ses PV restants, ses attaques de type Feu infligent 1,5× plus de dégâts."
66,6,Erhöht den Schaden von []{type:fire} Attacken um 50% wenn nur noch 1/3 der maximalen []{mechanic:hp} oder weniger übrig sind.,"Wenn ein Pokémon mit dieser Fähigkeit nur noch 1/3 seiner maximalen []{mechanic:hp} oder weniger hat, werden all seine []{type:fire} Attacken verstärkt, so dass sie 1,5× so viel []{mechanic:regular-damage} anrichten wie sonst."
66,9,Strengthens []{type:fire} moves to inflict 1.5× damage at 1/3 max [HP]{mechanic:hp} or less.,"When this Pokémon has 1/3 or less of its [HP]{mechanic:hp} remaining, its []{type:fire}-type moves inflict 1.5× as much [regular damage]{mechanic:regular-damage}."
67,5,"Renforce les capacités de type Eau pour infliger 1,5× de dégâts lorsque les PV sont à 1/3 ou moins.","Lorsque ce Pokémon a 1/3 ou moins de ses PV restants, ses capacités de type Eau infligent 1,5× plus de dégâts normaux."
67,6,Erhöht den Schaden von []{type:water} Attacken um 50% wenn nur noch 1/3 der maximalen []{mechanic:hp} oder weniger übrig sind.,"Wenn ein Pokémon mit dieser Fähigkeit nur noch 1/3 seiner maximalen []{mechanic:hp} oder weniger hat, werden all seine []{type:water} Attacken verstärkt, so dass sie 1,5× so viel []{mechanic:regular-damage} anrichten wie sonst."
67,9,Strengthens []{type:water} moves to inflict 1.5× damage at 1/3 max [HP]{mechanic:hp} or less.,"When this Pokémon has 1/3 or less of its [HP]{mechanic:hp} remaining, its []{type:water}-type moves inflict 1.5× as much [regular damage]{mechanic:regular-damage}."
68,5,Renforce les attaques de type Insecte pour infliger 1.5× de dégâts lorsque le Pokémon a 1/3 de ses PV max ou moins.,"Lorsqu'il lui reste 1/3 ou moins de ses PV, les attaques de type Insecte de ce Pokémon infligent 1,5× plus de dégâts normaux.

Dans le monde extérieur : Si le Pokémon en tête de l'équipe possède ce talent, le taux de rencontre avec des Pokémon sauvages est augmenté."
68,6,Erhöht den Schaden von []{type:bug} Attacken um 50% wenn nur noch 1/3 der maximalen []{mechanic:hp} oder weniger übrig sind.,"Wenn ein Pokémon mit dieser Fähigkeit nur noch 1/3 seiner maximalen []{mechanic:hp} oder weniger hat, werden all seine []{type:bug} Attacken verstärkt, so dass sie 1,5× so viel []{mechanic:regular-damage} anrichten wie sonst.

Außerhalb vom Kampf: Wenn ein Pokémon mit dieser Fähigkeit an erster Stelle im Team steht, ist die Wahrscheinlichkeit einem wilden Pokémon zu begegnen doppelt so hoch wie normal."
68,9,Strengthens []{type:bug} moves to inflict 1.5× damage at 1/3 max [HP]{mechanic:hp} or less.,"When this Pokémon has 1/3 or less of its [HP]{mechanic:hp} remaining, its []{type:bug}-type moves inflict 1.5× as much [regular damage]{mechanic:regular-damage}.

Overworld: If the lead Pokémon has this ability, the wild encounter rate is increased."
69,5,Protège contre les dégâts de recul.,Ce Pokémon ne subit pas de dégâts de recul suite à l'utilisation de ses attaques à recul. Les dégâts de recul de Lutte ne sont pas affectés. Cette capacité n'empêche pas les dégâts de chute dus à un échec de Pied Sauté ou de Pied Voltige.
69,6,Schützt vor Rückstoßschaden.,"Pokémon mit dieser Fähigkeit erhalten keinen Schaden vom Rückstoß diverser Attacken.

Der Rückstoß von []{move:struggle} wird nicht verhindert. Die Fähigkeit verhindert nicht den Schaden der vom Fehlschlag von []{move:jump-kick} oder []{move:high-jump-kick} verursacht wird."
69,9,Protects against recoil damage.,"This Pokémon does not receive recoil damage from its recoil moves.

[]{move:struggle}'s recoil is unaffected.  This ability does not prevent crash damage from missing with []{move:jump-kick} or []{move:high-jump-kick}."
70,5,Invoque une lumière solaire intense qui dure indéfiniment à l'entrée en combat.,"Le temps se transforme en soleil fort lorsque ce Pokémon entre en combat et ne se termine que s'il est annulé par une autre condition météorologique.

Si plusieurs Pokémon avec cette capacité, Crachin, Sable Volant ou Alerte Neige sont envoyés en même temps, les capacités s'activeront dans l'ordre de Vitesse, en respectant la Distorsion. Chaque capacité annulera le temps précédent et seul le temps invoqué par le Pokémon le plus lent persistera."
70,6,Ändert beim Betreten des Kampfes das []{mechanic:weather} in [starkes Sonnenlicht]{mechanic:strong-sunlight}.,"Das []{mechanic:weather} ändert sich zu [starkem Sonnenlicht]{mechanic:strong-sunlight} wenn ein Pokémon mit dieser Fähigkeit den Kampf betritt. Dieser Effekt ist dauerhaft bis das []{mechanic:weather} geändert wird.

Wenn mehrere Pokémon mit dieser Fähigkeit, []{ability:drizzle}, []{ability:sand-stream} oder []{ability:snow-warning} zur selben Zeit den Kampf betreten, werden die Fähigkeiten nach Reihenfolge der []{mechanic:speed} der Pokémon ausgelöst, unter Berücksichtigung von []{move:trick-room}."
70,9,Summons [strong sunlight]{mechanic:strong-sunlight} that lasts indefinitely upon entering battle.,"The [weather]{mechanic:weather} changes to [strong sunlight]{mechanic:strong-sunlight} when this Pokémon enters battle and does not end unless cancelled by another weather condition.

If multiple Pokémon with this ability, []{ability:drizzle}, []{ability:sand-stream}, or []{ability:snow-warning} are sent out at the same time, the abilities will activate in order of [Speed]{mechanic:speed}, respecting []{move:trick-room}.  Each ability's weather will cancel the previous weather, and only the weather summoned by the slowest of the Pokémon will stay."
71,5,Empêche les adversaires de fuir ou de changer de Pokémon. Inefficace contre les Pokémon de type Vol et ceux en l'air.,"Lorsqu'il est en combat, les Pokémon adverses ne peuvent ni fuir ni échanger leur place. Les Pokémon de type Vol et ceux en l'air, par exemple à cause de Lévitation ou Champ Magnéti, sont immunisés.

Les Pokémon avec la capacité Fuite peuvent toujours s'échapper. Les Pokémon peuvent toujours être échangés en utilisant une capacité ou un objet.

Dans le monde extérieur : Si le Pokémon en tête possède ce talent, le taux de rencontre avec les Pokémon sauvages est doublé."
71,6,"Verhindert, dass der Gegner flieht oder ausgetauscht wird wenn er nicht vom Typ []{type:flying} ist oder schwebt.","Wenn ein Pokémon mit dieser Fähigkeit im Kampf ist, kann der Gegner nicht fliehen oder ausgetauscht werden. []{type:flying} Pokémon und schwebende, z.B. durch []{ability:levitate} oder []{move:magnet-rise} sind nicht betroffen.

Pokémon mit []{ability:run-away} können trotzdem fliehen. Pokémon können mit bestimmten Items oder Attacken ausgetauscht werden.

Außerhalb vom Kampf: Wenn ein Pokémon mit dieser Fähigkeit an erster Stelle im Team steht, ist die Wahrscheinlichkeit einem wilden Pokémon zu begegnen doppelt so hoch wie normal."
71,9,Prevents opponents from fleeing or switching out.  Eluded by []{type:flying}-types and Pokémon in the air.,"While this Pokémon is in battle, opposing Pokémon cannot flee or switch out.  []{type:flying}-type Pokémon and Pokémon in the air, e.g. due to []{ability:levitate} or []{move:magnet-rise}, are unaffected.

Pokémon with []{ability:run-away} can still flee.  Pokémon can still switch out with the use of a move or item.

Overworld: If the lead Pokémon has this ability, the wild encounter rate is doubled."
72,5,Empêche le sommeil.,"Ce Pokémon ne peut pas être endormi.

Cela fait échouer Repos. Si un Pokémon est endormi et acquiert ce talent, il se réveillera immédiatement; cela inclut lorsqu'il récupère un talent perdu en quittant le combat.

Ce talent fonctionne de façon identique à Insomnie en combat.

Monde extérieur: Si le Pokémon principal a ce talent, le taux de rencontre avec des Pokémon de niveau supérieur augmente."
72,6,Verhindert []{mechanic:sleep}.,"Ein Pokémon mit dieser Fähigkeit kann nicht [einschlafen]{mechanic:sleep}.

[]{move:rest} schlägt fehl. Wenn ein Pokémon [schläft]{mechanic:sleep} und diese Fähigkeit erhält, wacht es sofort auf. Das bezieht das Wiedererlangen dieser Fähigkeit nach dem Kampf mit ein.

Diese Fähigkeit ist identisch mit []{ability:insomnia}.

Außerhalb vom Kampf: Wenn ein Pokémon mit dieser Fähigkeit an erster Stelle im Team steht, tauchen Pokémon mit einem höheren Level häufiger auf."
